frame,label,measured,error
670,"(359, 258)","(359, 257)",1.0
671,"(361, 258)","(360, 257)",1.4142135623730951
672,"(362, 258)","(361, 257)",1.4142135623730951
673,"(364, 259)",None,None
674,"(366, 259)",None,None
675,"(368, 260)",None,None
676,"(370, 260)","(368, 258)",2.8284271247461903
677,"(371, 260)","(369, 258)",2.8284271247461903
678,"(373, 260)","(370, 258)",3.605551275463989
679,"(374, 261)","(372, 259)",2.8284271247461903
680,"(376, 261)",None,None
681,"(378, 262)","(375, 260)",3.605551275463989
682,"(379, 262)","(377, 260)",2.8284271247461903
683,"(381, 263)","(379, 261)",2.8284271247461903
684,"(382, 264)",None,None
685,"(385, 264)",None,None
686,"(388, 265)",None,None
687,"(390, 265)",None,None
688,"(392, 266)","(391, 262)",4.123105625617661
689,"(395, 266)",None,None
690,"(397, 266)",None,None
691,"(399, 266)",None,None
692,"(402, 266)",None,None
693,"(404, 267)",None,None
694,"(406, 267)",None,None
695,"(408, 268)","(407, 266)",2.23606797749979
696,"(410, 268)","(409, 266)",2.23606797749979
697,"(412, 269)","(411, 267)",2.23606797749979
698,"(414, 269)","(415, 267)",2.23606797749979
699,"(417, 270)","(417, 268)",2.0
700,"(419, 270)","(420, 269)",1.4142135623730951
701,"(421, 271)","(422, 269)",2.23606797749979
702,"(424, 272)",None,None
703,"(426, 272)",None,None
704,"(428, 273)",None,None
705,"(430, 273)",None,None
706,"(432, 274)",None,None
707,"(434, 274)",None,None
708,"(436, 274)",None,None
709,"(438, 275)",None,None
710,"(440, 276)",None,None
711,"(442, 276)",None,None
712,"(444, 277)",None,None
713,"(446, 278)",None,None
714,"(448, 278)",None,None
715,"(449, 279)",None,None
716,"(451, 280)",None,None
717,"(453, 280)",None,None
718,"(455, 281)",None,None
719,"(457, 281)",None,None
720,"(459, 282)",None,None
721,"(461, 283)",None,None
722,"(462, 284)",None,None
723,"(464, 286)","(464, 285)",1.0
724,"(466, 287)",None,None
725,"(467, 288)",None,None
726,"(468, 288)",None,None
727,"(469, 289)",None,None
728,"(470, 290)",None,None
729,"(472, 291)","(471, 290)",1.4142135623730951
730,"(472, 292)",None,None
731,"(474, 293)",None,None
732,"(474, 294)",None,None
733,"(475, 294)",None,None
734,"(475, 295)",None,None
735,"(475, 296)",None,None
736,"(476, 297)",None,None
737,"(475, 299)",None,None
738,"(474, 302)",None,None
739,"(474, 304)",None,None
740,"(473, 306)",None,None
741,"(473, 307)",None,None
742,"(474, 308)",None,None
743,"(474, 308)",None,None
744,"(474, 309)",None,None
745,"(475, 310)",None,None
746,"(476, 310)",None,None
747,"(476, 310)",None,None
748,"(476, 311)",None,None
749,"(477, 312)",None,None
750,"(477, 312)",None,None
751,"(477, 312)",None,None
752,"(478, 313)",None,None
753,"(480, 314)",None,None
754,"(482, 315)",None,None
755,"(484, 316)","(480, 314)",4.47213595499958
756,"(486, 317)","(484, 316)",2.23606797749979
757,"(486, 317)",None,None
758,"(486, 318)","(484, 316)",2.8284271247461903
759,"(487, 318)","(484, 317)",3.1622776601683795
760,"(488, 318)",None,None
761,"(488, 319)",None,None
762,"(488, 319)","(485, 318)",3.1622776601683795
763,"(488, 319)",None,None
764,"(488, 319)","(485, 318)",3.1622776601683795
765,"(489, 319)",None,None
766,"(489, 319)",None,None
767,"(489, 319)",None,None
768,"(490, 319)",None,None
769,"(490, 319)",None,None
770,"(490, 319)",None,None
771,"(490, 319)",None,None
772,"(490, 318)",None,None
773,"(490, 318)",None,None
774,"(490, 318)",None,None
775,"(490, 318)",None,None
776,"(490, 318)","(486, 317)",4.123105625617661
777,"(490, 318)",None,None
778,"(490, 318)","(486, 316)",4.47213595499958
779,"(490, 318)",None,None
780,"(490, 318)",None,None
781,"(490, 318)",None,None
782,"(490, 319)",None,None
783,"(490, 319)",None,None
784,"(490, 320)",None,None
785,"(490, 320)",None,None
786,"(490, 320)",None,None
787,"(489, 321)",None,None
788,"(489, 322)",None,None
789,"(488, 322)",None,None
790,"(487, 324)",None,None
791,"(486, 324)",None,None
792,"(486, 326)",None,None
793,"(483, 329)",None,None
794,"(480, 332)",None,None
795,"(477, 335)",None,None
796,"(474, 338)",None,None
797,"(474, 339)",None,None
798,"(473, 340)",None,None
799,"(472, 341)",None,None
800,"(472, 342)",None,None
801,"(471, 342)",None,None
802,"(470, 342)",None,None
803,"(469, 343)",None,None
804,"(468, 343)",None,None
805,"(468, 344)",None,None
806,"(467, 344)",None,None
807,"(467, 344)",None,None
808,"(466, 345)",None,None
809,"(466, 345)",None,None
810,"(466, 345)",None,None
811,"(465, 345)",None,None
812,"(464, 346)",None,None
813,"(464, 347)",None,None
814,"(464, 348)",None,None
815,"(463, 349)",None,None
816,"(462, 350)",None,None
817,"(464, 355)",None,None
818,"(465, 360)",None,None
819,"(466, 365)",None,None
820,"(468, 370)",None,None
821,"(467, 370)","(463, 375)",6.4031242374328485
822,"(467, 370)","(463, 376)",7.211102550927978
823,"(467, 369)","(462, 378)",10.295630140987
824,"(466, 369)","(463, 373)",5.0
825,"(466, 369)",None,None
826,"(466, 370)","(462, 377)",8.06225774829855
827,"(465, 370)",None,None
828,"(464, 370)",None,None
829,"(464, 370)",None,None
830,"(464, 371)",None,None
831,"(464, 371)","(462, 373)",2.8284271247461903
832,"(464, 372)",None,None
833,"(464, 372)",None,None
834,"(464, 372)","(462, 373)",2.23606797749979
835,"(464, 373)",None,None
836,"(464, 373)",None,None
837,"(466, 372)",None,None
838,"(468, 372)",None,None
839,"(469, 371)","(468, 373)",2.23606797749979
840,"(471, 370)","(467, 373)",5.0
841,"(471, 370)",None,None
842,"(471, 370)","(468, 373)",4.242640687119285
843,"(471, 370)",None,None
844,"(471, 370)",None,None
845,"(471, 369)","(468, 371)",3.605551275463989
846,"(471, 369)",None,None
847,"(471, 369)",None,None
848,"(470, 369)",None,None
849,"(470, 369)",None,None
850,"(470, 368)",None,None
851,"(470, 368)",None,None
852,"(470, 368)",None,None
853,"(469, 367)",None,None
854,"(469, 366)",None,None
855,"(469, 366)",None,None
856,"(468, 366)",None,None
857,"(468, 365)",None,None
858,"(467, 364)",None,None
859,"(467, 364)",None,None
860,"(466, 364)",None,None
861,"(466, 363)",None,None
862,"(465, 362)",None,None
863,"(464, 362)",None,None
864,"(464, 362)",None,None
865,"(464, 361)",None,None
866,"(463, 361)",None,None
867,"(462, 361)",None,None
868,"(462, 360)",None,None
869,"(458, 360)",None,None
870,"(453, 360)","(455, 363)",3.605551275463989
871,"(449, 359)","(448, 362)",3.1622776601683795
872,"(444, 359)",None,None
873,"(444, 359)",None,None
874,"(444, 359)",None,None
875,"(443, 359)",None,None
876,"(442, 360)",None,None
877,"(441, 358)","(439, 356)",2.8284271247461903
878,"(440, 357)","(438, 356)",2.23606797749979
879,"(439, 356)",None,None
880,"(438, 354)","(436, 353)",2.23606797749979
881,"(437, 354)","(435, 354)",2.0
882,"(436, 354)","(434, 352)",2.8284271247461903
883,"(435, 353)","(433, 351)",2.8284271247461903
884,"(434, 352)",None,None
885,"(433, 352)",None,None
886,"(432, 352)","(428, 349)",5.0
887,"(430, 352)","(428, 348)",4.47213595499958
888,"(428, 352)",None,None
889,"(426, 352)","(425, 347)",5.0990195135927845
890,"(424, 352)","(423, 347)",5.0990195135927845
891,"(422, 352)",None,None
892,"(420, 352)","(422, 346)",6.324555320336759
893,"(419, 351)",None,None
894,"(417, 351)",None,None
895,"(416, 350)",None,None
896,"(414, 350)",None,None
897,"(413, 349)",None,None
898,"(412, 349)",None,None
899,"(411, 348)",None,None
900,"(410, 348)",None,None
901,"(408, 347)",None,None
902,"(406, 346)",None,None
903,"(404, 345)",None,None
904,"(402, 344)",None,None
905,"(400, 343)",None,None
906,"(398, 342)",None,None
907,"(397, 340)",None,None
908,"(396, 339)",None,None
909,"(393, 338)",None,None
910,"(390, 338)",None,None
911,"(388, 337)",None,None
912,"(386, 336)",None,None
913,"(384, 336)",None,None
914,"(382, 336)",None,None
915,"(381, 336)",None,None
916,"(379, 336)",None,None
917,"(377, 335)",None,None
918,"(374, 334)",None,None
919,"(372, 334)",None,None
920,"(370, 334)",None,None
921,"(368, 333)",None,None
922,"(367, 332)",None,None
923,"(365, 332)",None,None
924,"(364, 331)",None,None
925,"(362, 330)",None,None
926,"(360, 329)",None,None
927,"(358, 328)",None,None
928,"(356, 327)",None,None
929,"(355, 327)",None,None
930,"(353, 326)",None,None
931,"(352, 326)",None,None
932,"(350, 326)","(352, 327)",2.23606797749979
933,"(350, 325)",None,None
934,"(349, 324)","(349, 325)",1.0
935,"(348, 324)","(348, 325)",1.0
936,"(347, 323)","(347, 324)",1.0
937,"(347, 323)","(346, 323)",1.0
938,"(348, 323)","(345, 322)",3.1622776601683795
939,"(348, 323)","(345, 322)",3.1622776601683795
940,"(348, 322)","(344, 320)",4.47213595499958
941,"(348, 321)","(343, 320)",5.0990195135927845
942,"(348, 320)","(343, 319)",5.0990195135927845
943,"(347, 318)","(342, 318)",5.0
944,"(347, 317)","(342, 317)",5.0
945,"(346, 315)","(341, 316)",5.0990195135927845
946,"(344, 314)","(341, 316)",3.605551275463989
947,"(342, 312)",None,None
948,"(341, 310)","(340, 314)",4.123105625617661
949,"(341, 310)","(339, 314)",4.47213595499958
950,"(342, 309)","(339, 313)",5.0
951,"(342, 309)","(338, 312)",5.0
952,"(342, 308)","(338, 312)",5.656854249492381
953,"(341, 307)","(338, 311)",5.0
954,"(340, 306)","(338, 310)",4.47213595499958
955,"(339, 306)","(337, 310)",4.47213595499958
956,"(338, 305)","(337, 309)",4.123105625617661
957,"(337, 305)","(335, 309)",4.47213595499958
958,"(336, 305)","(332, 309)",5.656854249492381
959,"(336, 305)","(331, 308)",5.830951894845301
960,"(335, 304)","(331, 307)",5.0
961,"(334, 304)","(331, 307)",4.242640687119285
962,"(333, 304)","(330, 307)",4.242640687119285
963,"(332, 304)","(330, 307)",3.605551275463989
964,"(331, 304)","(330, 306)",2.23606797749979
965,"(331, 304)","(330, 306)",2.23606797749979
966,"(331, 304)","(330, 306)",2.23606797749979
967,"(331, 304)","(329, 306)",2.8284271247461903
968,"(331, 304)","(329, 305)",2.23606797749979
969,"(331, 304)","(329, 305)",2.23606797749979
970,"(331, 304)","(329, 305)",2.23606797749979
971,"(331, 304)","(329, 305)",2.23606797749979
972,"(331, 304)","(329, 305)",2.23606797749979
973,"(331, 304)","(328, 305)",3.1622776601683795
974,"(331, 304)","(328, 304)",3.0
975,"(331, 304)","(328, 304)",3.0
976,"(330, 304)","(328, 305)",2.23606797749979
977,"(330, 304)","(328, 305)",2.23606797749979
978,"(330, 304)","(328, 305)",2.23606797749979
979,"(329, 304)","(328, 305)",1.4142135623730951
980,"(329, 304)","(328, 305)",1.4142135623730951
981,"(329, 305)","(328, 305)",1.0
982,"(329, 305)","(327, 305)",2.0
983,"(329, 305)","(328, 305)",1.0
984,"(329, 305)","(327, 305)",2.0
985,"(331, 306)","(327, 305)",4.123105625617661
986,"(332, 307)","(328, 306)",4.123105625617661
987,"(334, 308)","(331, 309)",3.1622776601683795
988,"(336, 310)","(332, 310)",4.0
989,"(335, 310)","(332, 310)",3.0
990,"(335, 311)","(332, 310)",3.1622776601683795
991,"(335, 311)","(332, 310)",3.1622776601683795
992,"(334, 312)","(332, 311)",2.23606797749979
993,"(335, 312)","(332, 311)",3.1622776601683795
994,"(335, 312)","(333, 312)",2.0
995,"(335, 312)","(333, 312)",2.0
996,"(335, 312)","(333, 313)",2.23606797749979
997,"(335, 314)","(333, 313)",2.23606797749979
998,"(335, 315)","(333, 314)",2.23606797749979
999,"(335, 317)","(334, 315)",2.23606797749979
1000,"(334, 318)","(334, 316)",2.0
1001,"(336, 320)","(334, 317)",3.605551275463989
1002,"(336, 322)","(335, 318)",4.123105625617661
1003,"(338, 323)","(335, 320)",4.242640687119285
1004,"(338, 325)","(335, 322)",4.242640687119285
1005,"(339, 327)","(336, 323)",5.0
1006,"(340, 329)","(336, 325)",5.656854249492381
1007,"(340, 331)","(337, 329)",3.605551275463989
1008,"(340, 334)","(336, 335)",4.123105625617661
1009,"(340, 335)","(336, 337)",4.47213595499958
1010,"(340, 336)",None,None
1011,"(340, 338)",None,None
1012,"(340, 340)",None,None
1013,"(342, 340)",None,None
1014,"(344, 340)",None,None
1015,"(345, 340)",None,None
1016,"(347, 340)",None,None
1017,"(347, 340)",None,None
1018,"(347, 340)",None,None
1019,"(347, 340)",None,None
1020,"(346, 340)",None,None
1021,"(347, 341)",None,None
1022,"(347, 341)",None,None
1023,"(348, 342)",None,None
1024,"(348, 342)",None,None
1025,"(348, 341)",None,None
1026,"(348, 340)",None,None
1027,"(348, 339)",None,None
1028,"(348, 338)",None,None
1029,"(347, 336)",None,None
1030,"(346, 335)",None,None
1031,"(345, 334)",None,None
1032,"(344, 332)",None,None
1033,"(344, 332)",None,None
1034,"(345, 330)",None,None
1035,"(345, 330)",None,None
1036,"(346, 328)",None,None
1037,"(346, 328)",None,None
1038,"(346, 328)",None,None
1039,"(346, 328)",None,None
1040,"(346, 328)",None,None
1041,"(348, 329)",None,None
1042,"(350, 330)",None,None
1043,"(351, 331)",None,None
1044,"(352, 332)",None,None
1045,"(353, 332)",None,None
1046,"(354, 332)",None,None
1047,"(355, 332)","(347, 332)",8.0
1048,"(356, 332)",None,None
1049,"(356, 332)",None,None
1050,"(356, 332)",None,None
1051,"(357, 332)",None,None
1052,"(357, 332)",None,None
1053,"(358, 332)",None,None
1054,"(359, 332)",None,None
1055,"(360, 332)",None,None
1056,"(361, 332)",None,None
1057,"(362, 333)",None,None
1058,"(363, 334)",None,None
1059,"(364, 334)",None,None
1060,"(365, 334)",None,None
1061,"(365, 334)",None,None
1062,"(366, 334)",None,None
1063,"(366, 334)",None,None
1064,"(366, 334)",None,None
1065,"(368, 335)",None,None
1066,"(370, 336)",None,None
1067,"(371, 337)",None,None
1068,"(373, 338)",None,None
1069,"(374, 338)",None,None
1070,"(376, 338)",None,None
1071,"(378, 338)",None,None
1072,"(379, 338)",None,None
1073,"(381, 338)",None,None
1074,"(383, 338)",None,None
1075,"(385, 338)",None,None
1076,"(387, 338)",None,None
1077,"(388, 338)",None,None
1078,"(388, 338)",None,None
1079,"(389, 338)",None,None
1080,"(390, 338)",None,None
1081,"(391, 339)",None,None
1082,"(392, 340)",None,None
1083,"(393, 340)",None,None
1084,"(394, 341)",None,None
1085,"(396, 341)",None,None
1086,"(397, 341)",None,None
1087,"(398, 341)",None,None
1088,"(400, 342)",None,None
1089,"(402, 343)",None,None
1090,"(404, 344)",None,None
1091,"(406, 345)",None,None
1092,"(408, 346)",None,None
1093,"(410, 346)",None,None
1094,"(412, 346)",None,None
1095,"(415, 346)",None,None
1096,"(417, 346)","(414, 342)",5.0
1097,"(419, 347)",None,None
1098,"(421, 348)","(420, 342)",6.082762530298219
1099,"(423, 348)","(422, 343)",5.0990195135927845
1100,"(426, 349)",None,None
1101,"(426, 349)","(424, 344)",5.385164807134504
1102,"(427, 349)","(426, 344)",5.0990195135927845
1103,"(428, 349)","(426, 345)",4.47213595499958
1104,"(428, 348)","(428, 345)",3.0
1105,"(430, 349)","(429, 346)",3.1622776601683795
1106,"(431, 349)","(430, 345)",4.123105625617661
1107,"(433, 349)",None,None
1108,"(434, 350)","(435, 347)",3.1622776601683795
1109,"(438, 350)",None,None
1110,"(442, 351)","(444, 352)",2.23606797749979
1111,"(445, 352)","(445, 352)",0.0
1112,"(449, 352)","(447, 353)",2.23606797749979
1113,"(451, 354)","(448, 353)",3.1622776601683795
1114,"(454, 355)",None,None
1115,"(456, 356)","(451, 354)",5.385164807134504
1116,"(458, 357)",None,None
1117,"(459, 355)","(454, 353)",5.385164807134504
1118,"(459, 354)",None,None
1119,"(460, 352)","(456, 354)",4.47213595499958
1120,"(460, 350)","(457, 354)",5.0
1121,"(461, 351)",None,None
1122,"(462, 351)",None,None
1123,"(464, 351)",None,None
1124,"(465, 351)",None,None
1125,"(467, 353)",None,None
1126,"(468, 355)",None,None
1127,"(470, 357)",None,None
1128,"(472, 360)",None,None
1129,"(474, 359)",None,None
1130,"(475, 359)",None,None
1131,"(476, 359)",None,None
1132,"(478, 358)",None,None
1133,"(480, 357)",None,None
1134,"(481, 356)",None,None
1135,"(483, 354)",None,None
1136,"(484, 352)",None,None
1137,"(486, 354)",None,None
1138,"(488, 354)","(483, 350)",6.4031242374328485
1139,"(490, 356)","(485, 350)",7.810249675906654
1140,"(492, 356)","(490, 352)",4.47213595499958
1141,"(493, 357)","(494, 353)",4.123105625617661
1142,"(494, 357)","(494, 353)",4.0
1143,"(496, 358)","(494, 353)",5.385164807134504
1144,"(497, 358)","(495, 353)",5.385164807134504
1145,"(498, 358)","(495, 353)",5.830951894845301
1146,"(498, 358)","(496, 353)",5.385164807134504
1147,"(498, 357)","(496, 353)",4.47213595499958
1148,"(499, 357)","(496, 353)",5.0
1149,"(499, 357)","(497, 353)",4.47213595499958
1150,"(499, 357)","(497, 353)",4.47213595499958
1151,"(499, 357)","(498, 353)",4.123105625617661
1152,"(500, 356)","(498, 353)",3.605551275463989
1153,"(500, 357)","(498, 353)",4.47213595499958
1154,"(501, 357)","(498, 353)",5.0
1155,"(501, 358)","(499, 353)",5.385164807134504
1156,"(502, 358)","(500, 353)",5.385164807134504
1157,"(502, 358)","(499, 353)",5.830951894845301
1158,"(502, 358)","(500, 353)",5.385164807134504
1159,"(503, 358)","(500, 353)",5.830951894845301
1160,"(503, 358)","(501, 353)",5.385164807134504
1161,"(504, 358)","(501, 352)",6.708203932499369
1162,"(504, 357)","(501, 353)",5.0
1163,"(505, 356)","(501, 352)",5.656854249492381
1164,"(506, 356)","(501, 353)",5.830951894845301
1165,"(506, 356)","(501, 353)",5.830951894845301
1166,"(506, 356)","(501, 354)",5.385164807134504
1167,"(506, 357)","(501, 354)",5.830951894845301
1168,"(506, 357)","(502, 353)",5.656854249492381
1169,"(505, 356)","(502, 353)",4.242640687119285
1170,"(504, 355)","(502, 353)",2.8284271247461903
1171,"(504, 354)","(502, 353)",2.23606797749979
1172,"(503, 353)","(502, 354)",1.4142135623730951
1173,"(503, 353)","(502, 353)",1.0
1174,"(503, 353)","(502, 353)",1.0
1175,"(503, 353)","(502, 354)",1.4142135623730951
1176,"(503, 353)","(502, 354)",1.4142135623730951
1177,"(503, 353)","(501, 354)",2.23606797749979
1178,"(503, 353)","(501, 354)",2.23606797749979
1179,"(503, 353)","(501, 354)",2.23606797749979
1180,"(502, 354)","(501, 354)",1.0
1181,"(502, 354)","(501, 353)",1.4142135623730951
1182,"(502, 354)","(501, 353)",1.4142135623730951
1183,"(502, 354)","(501, 353)",1.4142135623730951
1184,"(502, 354)","(500, 353)",2.23606797749979
1185,"(502, 353)","(500, 353)",2.0
1186,"(502, 353)","(500, 353)",2.0
1187,"(502, 353)","(500, 353)",2.0
1188,"(502, 353)","(500, 353)",2.0
1189,"(501, 353)","(500, 352)",1.4142135623730951
1190,"(501, 353)","(500, 352)",1.4142135623730951
1191,"(501, 353)","(500, 352)",1.4142135623730951
1192,"(501, 352)","(500, 352)",1.0
1193,"(501, 352)","(500, 352)",1.0
1194,"(501, 352)","(500, 352)",1.0
1195,"(501, 352)","(500, 352)",1.0
1196,"(502, 352)","(500, 352)",2.0
1197,"(502, 352)","(501, 351)",1.4142135623730951
1198,"(502, 353)","(501, 351)",2.23606797749979
1199,"(502, 354)","(501, 350)",4.123105625617661
1200,"(502, 354)","(501, 350)",4.123105625617661
1201,"(502, 353)","(501, 350)",3.1622776601683795
1202,"(502, 352)","(501, 349)",3.1622776601683795
1203,"(502, 351)","(501, 348)",3.1622776601683795
1204,"(502, 350)","(502, 348)",2.0
1205,"(503, 349)","(501, 347)",2.8284271247461903
1206,"(503, 348)","(502, 346)",2.23606797749979
1207,"(504, 347)","(502, 346)",2.23606797749979
1208,"(504, 346)","(503, 345)",1.4142135623730951
1209,"(504, 346)","(503, 344)",2.23606797749979
1210,"(504, 344)","(503, 343)",1.4142135623730951
1211,"(505, 344)","(503, 342)",2.8284271247461903
1212,"(505, 342)","(504, 341)",1.4142135623730951
1213,"(505, 341)","(504, 340)",1.4142135623730951
1214,"(506, 340)","(504, 340)",2.0
1215,"(506, 339)","(505, 338)",1.4142135623730951
1216,"(506, 338)","(505, 337)",1.4142135623730951
1217,"(508, 336)","(505, 336)",3.0
1218,"(509, 334)","(506, 335)",3.1622776601683795
1219,"(510, 332)","(506, 335)",5.0
1220,"(512, 330)","(511, 329)",1.4142135623730951
1221,"(513, 328)","(512, 326)",2.23606797749979
1222,"(513, 326)","(513, 324)",2.0
1223,"(514, 324)","(513, 323)",1.4142135623730951
1224,"(514, 322)","(513, 321)",1.4142135623730951
1225,"(515, 321)","(514, 320)",1.4142135623730951
1226,"(515, 320)","(514, 319)",1.4142135623730951
1227,"(515, 319)","(514, 318)",1.4142135623730951
1228,"(516, 318)","(514, 317)",2.23606797749979
1229,"(516, 317)","(515, 316)",1.4142135623730951
1230,"(516, 316)","(515, 315)",1.4142135623730951
1231,"(516, 315)","(515, 314)",1.4142135623730951
1232,"(516, 314)","(515, 314)",1.0
1233,"(516, 314)","(515, 314)",1.0
1234,"(516, 314)","(515, 313)",1.4142135623730951
1235,"(516, 314)","(515, 313)",1.4142135623730951
1236,"(516, 314)","(515, 313)",1.4142135623730951
1237,"(516, 314)","(515, 313)",1.4142135623730951
1238,"(516, 314)","(515, 313)",1.4142135623730951
1239,"(516, 314)","(514, 313)",2.23606797749979
1240,"(516, 314)","(514, 314)",2.0
1241,"(515, 316)","(514, 314)",2.23606797749979
1242,"(514, 317)","(514, 314)",3.0
1243,"(513, 318)","(514, 315)",3.1622776601683795
1244,"(512, 320)","(511, 320)",1.0
1245,"(511, 321)","(509, 324)",3.605551275463989
1246,"(510, 322)","(508, 324)",2.8284271247461903
1247,"(509, 324)","(508, 325)",1.4142135623730951
1248,"(508, 325)","(507, 325)",1.0
1249,"(508, 325)","(507, 325)",1.0
1250,"(508, 325)","(506, 325)",2.0
1251,"(507, 325)","(506, 325)",1.0
1252,"(506, 326)","(505, 326)",1.0
1253,"(506, 326)","(505, 326)",1.0
1254,"(505, 326)","(504, 326)",1.0
1255,"(504, 326)","(504, 326)",0.0
1256,"(504, 326)","(503, 326)",1.0
1257,"(502, 326)","(502, 326)",0.0
1258,"(501, 326)","(500, 326)",1.0
1259,"(500, 326)","(499, 326)",1.0
1260,"(499, 326)","(498, 325)",1.4142135623730951
1261,"(498, 325)","(497, 325)",1.0
1262,"(497, 325)","(496, 325)",1.0
1263,"(496, 325)","(495, 325)",1.0
1264,"(495, 324)","(494, 325)",1.4142135623730951
1265,"(494, 324)","(493, 324)",1.0
1266,"(493, 324)","(492, 324)",1.0
1267,"(492, 324)","(490, 324)",2.0
1268,"(490, 324)","(490, 323)",1.0
1269,"(489, 324)","(488, 323)",1.4142135623730951
1270,"(488, 323)","(487, 323)",1.0
1271,"(487, 323)","(486, 322)",1.4142135623730951
1272,"(486, 322)","(485, 322)",1.0
1273,"(485, 322)","(484, 322)",1.0
1274,"(484, 322)","(483, 322)",1.0
1275,"(483, 322)","(482, 322)",1.0
1276,"(482, 322)","(481, 321)",1.4142135623730951
1277,"(480, 321)","(480, 320)",1.0
1278,"(479, 321)","(478, 320)",1.4142135623730951
1279,"(477, 321)","(477, 320)",1.0
1280,"(476, 320)","(475, 320)",1.0
1281,"(473, 320)","(474, 320)",1.0
1282,"(470, 320)","(472, 320)",2.0
1283,"(467, 320)","(470, 319)",3.1622776601683795
1284,"(464, 320)","(464, 320)",0.0
1285,"(461, 321)","(456, 320)",5.0990195135927845
1286,"(458, 321)","(455, 321)",3.0
1287,"(455, 321)",None,None
1288,"(452, 322)","(452, 321)",1.0
1289,"(451, 321)","(450, 321)",1.0
1290,"(450, 321)","(448, 320)",2.23606797749979
1291,"(448, 321)","(447, 320)",1.4142135623730951
1292,"(446, 321)",None,None
1293,"(445, 321)",None,None
1294,"(443, 321)",None,None
1295,"(442, 321)",None,None
1296,"(440, 321)",None,None
1297,"(438, 320)",None,None
1298,"(436, 320)",None,None
1299,"(434, 319)",None,None
1300,"(432, 318)",None,None
1301,"(431, 318)","(430, 318)",1.0
1302,"(429, 318)","(428, 317)",1.4142135623730951
1303,"(427, 317)","(427, 317)",0.0
1304,"(426, 317)","(426, 316)",1.0
1305,"(424, 316)","(422, 316)",2.0
1306,"(422, 316)","(423, 315)",1.4142135623730951
1307,"(420, 315)","(421, 314)",1.4142135623730951
1308,"(418, 314)","(418, 314)",0.0
1309,"(417, 314)","(415, 313)",2.23606797749979
1310,"(415, 313)","(413, 312)",2.23606797749979
1311,"(413, 312)","(412, 311)",1.4142135623730951
1312,"(411, 311)","(410, 310)",1.4142135623730951
1313,"(409, 310)","(408, 309)",1.4142135623730951
1314,"(407, 309)","(407, 308)",1.0
1315,"(405, 308)","(405, 307)",1.0
1316,"(404, 308)","(403, 307)",1.4142135623730951
1317,"(402, 306)","(401, 306)",1.0
1318,"(400, 306)","(400, 305)",1.0
1319,"(398, 304)","(398, 304)",0.0
1320,"(396, 304)","(396, 303)",1.0
1321,"(394, 302)","(394, 302)",0.0
1322,"(392, 301)","(392, 301)",0.0
1323,"(390, 300)","(390, 300)",0.0
1324,"(388, 299)","(388, 299)",0.0
1325,"(387, 298)","(386, 297)",1.4142135623730951
1326,"(385, 297)","(384, 296)",1.4142135623730951
1327,"(383, 296)","(382, 295)",1.4142135623730951
1328,"(381, 296)","(380, 295)",1.4142135623730951
1329,"(379, 294)","(379, 294)",0.0
1330,"(378, 294)","(375, 291)",4.242640687119285
1331,"(376, 292)","(374, 291)",2.23606797749979
1332,"(374, 292)",None,None
1333,"(373, 291)","(370, 290)",3.1622776601683795
1334,"(371, 291)","(369, 290)",2.23606797749979
1335,"(370, 291)",None,None
1336,"(368, 290)","(366, 289)",2.23606797749979
1337,"(367, 290)",None,None
1338,"(366, 290)",None,None
1339,"(365, 289)",None,None
1340,"(364, 289)",None,None
1341,"(362, 289)",None,None
1342,"(361, 288)",None,None
1343,"(360, 288)",None,None
1344,"(358, 288)",None,None
1345,"(357, 287)",None,None
1346,"(356, 286)",None,None
1347,"(355, 286)",None,None
1348,"(354, 286)",None,None
1349,"(353, 285)",None,None
1350,"(352, 284)",None,None
1351,"(351, 283)",None,None
1352,"(350, 282)",None,None
1353,"(348, 282)",None,None
1354,"(346, 281)",None,None
1355,"(344, 281)",None,None
1356,"(342, 280)",None,None
1357,"(340, 280)",None,None
1358,"(338, 279)",None,None
1359,"(337, 278)",None,None
1360,"(335, 278)",None,None
1361,"(334, 278)",None,None
1362,"(334, 278)",None,None
1363,"(333, 277)",None,None
1364,"(332, 277)",None,None
1365,"(332, 277)",None,None
1366,"(332, 276)",None,None
1367,"(331, 276)",None,None
1368,"(330, 276)",None,None
1369,"(330, 276)",None,None
1370,"(330, 276)",None,None
1371,"(329, 276)",None,None
1372,"(328, 276)",None,None
1373,"(328, 276)",None,None
1374,"(328, 276)",None,None
1375,"(327, 275)",None,None
1376,"(327, 275)",None,None
1377,"(327, 275)",None,None
1378,"(327, 275)",None,None
1379,"(327, 275)",None,None
1380,"(328, 275)",None,None
1381,"(328, 275)",None,None
1382,"(328, 275)",None,None
1383,"(328, 275)",None,None
1384,"(328, 275)",None,None
1385,"(329, 275)",None,None
1386,"(329, 274)",None,None
1387,"(329, 274)",None,None
1388,"(330, 274)",None,None
1389,"(330, 274)",None,None
1390,"(330, 274)",None,None
1391,"(330, 274)",None,None
1392,"(330, 274)",None,None
1393,"(330, 274)",None,None
1394,"(330, 274)",None,None
1395,"(330, 274)",None,None
1396,"(330, 274)",None,None
1397,"(330, 273)",None,None
1398,"(330, 273)",None,None
1399,"(330, 272)",None,None
1400,"(330, 272)",None,None
1401,"(330, 271)",None,None
