frame,label,measured,error
691,"(347, 388)","(347, 389)",1.0
692,"(347, 388)","(347, 389)",1.0
693,"(347, 389)","(347, 389)",0.0
694,"(347, 389)","(346, 389)",1.0
695,"(347, 389)","(346, 390)",1.4142135623730951
696,"(347, 389)","(346, 390)",1.4142135623730951
697,"(346, 389)","(346, 390)",1.0
698,"(346, 390)","(346, 390)",0.0
699,"(345, 390)","(345, 390)",0.0
700,"(345, 390)","(345, 390)",0.0
701,"(345, 390)","(345, 390)",0.0
702,"(344, 390)","(344, 390)",0.0
703,"(344, 389)","(344, 390)",1.0
704,"(343, 389)","(343, 389)",0.0
705,"(343, 389)","(343, 389)",0.0
706,"(342, 388)","(342, 388)",0.0
707,"(342, 388)","(342, 388)",0.0
708,"(341, 387)","(341, 388)",1.0
709,"(341, 387)","(340, 387)",1.0
710,"(340, 386)","(340, 386)",0.0
711,"(339, 386)","(339, 386)",0.0
712,"(338, 385)","(338, 386)",1.0
713,"(338, 385)","(337, 385)",1.0
714,"(337, 384)","(336, 385)",1.4142135623730951
715,"(336, 384)","(336, 385)",1.0
716,"(335, 385)","(335, 384)",1.0
717,"(334, 386)","(334, 383)",3.0
718,"(334, 387)","(334, 388)",1.0
719,"(333, 388)","(333, 389)",1.0
720,"(332, 389)","(331, 389)",1.0
721,"(331, 389)","(330, 389)",1.0
722,"(330, 389)","(329, 389)",1.0
723,"(328, 388)","(328, 389)",1.0
724,"(327, 388)","(327, 388)",0.0
725,"(326, 388)","(326, 388)",0.0
726,"(324, 387)","(324, 387)",0.0
727,"(323, 387)","(323, 387)",0.0
728,"(321, 386)","(321, 386)",0.0
729,"(320, 386)","(320, 386)",0.0
730,"(318, 385)","(318, 385)",0.0
731,"(316, 384)","(317, 384)",1.0
732,"(315, 384)","(315, 384)",0.0
733,"(313, 383)","(313, 383)",0.0
734,"(312, 383)","(311, 382)",1.4142135623730951
735,"(310, 382)","(310, 382)",0.0
736,"(308, 381)","(308, 381)",0.0
737,"(305, 380)","(304, 379)",1.4142135623730951
738,"(303, 378)","(302, 378)",1.0
739,"(300, 377)","(300, 377)",0.0
740,"(298, 376)","(298, 376)",0.0
741,"(293, 375)","(295, 375)",2.0
742,"(289, 374)","(292, 375)",3.1622776601683795
743,"(284, 374)","(285, 374)",1.0
744,"(280, 373)","(278, 373)",2.0
745,"(275, 372)","(275, 372)",0.0
746,"(273, 371)","(272, 372)",1.4142135623730951
747,"(270, 371)","(270, 371)",0.0
748,"(268, 370)","(268, 370)",0.0
749,"(265, 370)","(265, 370)",0.0
750,"(263, 369)","(263, 369)",0.0
751,"(261, 368)","(260, 368)",1.0
752,"(259, 368)","(258, 368)",1.0
753,"(256, 367)","(256, 367)",0.0
754,"(254, 367)","(253, 366)",1.4142135623730951
755,"(252, 366)","(251, 366)",1.0
756,"(250, 365)","(249, 365)",1.0
757,"(247, 364)","(246, 364)",1.0
758,"(245, 364)","(244, 364)",1.0
759,"(242, 363)","(242, 363)",0.0
760,"(240, 362)","(240, 362)",0.0
761,"(238, 362)","(238, 361)",1.0
762,"(236, 362)","(236, 361)",1.0
763,"(235, 361)","(234, 360)",1.4142135623730951
764,"(233, 361)","(232, 359)",2.23606797749979
765,"(231, 361)","(230, 358)",3.1622776601683795
766,"(229, 360)","(228, 357)",3.1622776601683795
767,"(227, 359)","(226, 356)",3.1622776601683795
768,"(226, 357)","(225, 355)",2.23606797749979
769,"(224, 356)","(223, 354)",2.23606797749979
770,"(222, 355)","(221, 353)",2.23606797749979
771,"(220, 354)","(219, 353)",1.4142135623730951
772,"(218, 353)","(218, 351)",2.0
773,"(217, 351)","(216, 350)",1.4142135623730951
774,"(215, 350)","(214, 349)",1.4142135623730951
775,"(213, 349)","(213, 348)",1.0
776,"(211, 348)","(211, 347)",1.0
777,"(210, 347)","(209, 346)",1.4142135623730951
778,"(208, 347)","(208, 346)",1.0
779,"(207, 346)","(206, 345)",1.4142135623730951
780,"(205, 345)","(205, 344)",1.0
781,"(204, 344)","(203, 343)",1.4142135623730951
782,"(202, 343)","(202, 342)",1.0
783,"(201, 343)","(200, 341)",2.23606797749979
784,"(199, 342)","(199, 340)",2.0
785,"(198, 341)","(198, 340)",1.0
786,"(197, 340)","(197, 339)",1.0
787,"(196, 339)","(195, 339)",1.0
788,"(195, 339)","(194, 338)",1.4142135623730951
789,"(194, 338)","(193, 337)",1.4142135623730951
790,"(193, 337)","(192, 337)",1.0
791,"(192, 337)","(191, 337)",1.0
792,"(191, 337)","(191, 336)",1.0
793,"(191, 336)","(190, 336)",1.0
794,"(190, 336)","(189, 335)",1.4142135623730951
795,"(189, 336)","(188, 335)",1.4142135623730951
796,"(188, 336)","(188, 335)",1.0
797,"(188, 335)","(187, 335)",1.0
798,"(187, 335)","(186, 334)",1.4142135623730951
799,"(187, 334)","(186, 334)",1.0
800,"(186, 334)","(185, 334)",1.0
801,"(185, 334)","(185, 334)",0.0
802,"(185, 334)","(184, 333)",1.4142135623730951
803,"(184, 334)","(183, 333)",1.4142135623730951
804,"(184, 334)","(183, 333)",1.4142135623730951
805,"(183, 334)","(183, 333)",1.0
806,"(183, 334)","(182, 333)",1.4142135623730951
807,"(182, 334)","(181, 332)",2.23606797749979
808,"(182, 333)","(181, 332)",1.4142135623730951
809,"(181, 333)","(180, 332)",1.4142135623730951
810,"(181, 333)","(180, 332)",1.4142135623730951
811,"(181, 333)","(180, 331)",2.23606797749979
812,"(180, 332)","(179, 331)",1.4142135623730951
813,"(180, 332)","(179, 331)",1.4142135623730951
814,"(179, 331)","(178, 331)",1.0
815,"(179, 331)","(178, 330)",1.4142135623730951
816,"(179, 331)","(178, 330)",1.4142135623730951
817,"(178, 331)","(177, 330)",1.4142135623730951
818,"(178, 330)","(177, 330)",1.0
819,"(177, 330)","(177, 330)",0.0
820,"(177, 330)","(176, 329)",1.4142135623730951
821,"(177, 330)","(176, 330)",1.0
822,"(177, 330)","(176, 329)",1.4142135623730951
823,"(176, 330)","(175, 330)",1.0
824,"(176, 330)","(175, 329)",1.4142135623730951
825,"(176, 330)","(175, 330)",1.0
826,"(176, 330)","(175, 329)",1.4142135623730951
827,"(176, 330)","(175, 329)",1.4142135623730951
828,"(175, 330)","(175, 329)",1.0
829,"(175, 330)","(175, 329)",1.0
830,"(175, 330)","(175, 330)",0.0
831,"(175, 330)","(174, 330)",1.0
832,"(175, 330)","(174, 330)",1.0
833,"(175, 329)","(174, 329)",1.0
834,"(175, 329)","(175, 329)",0.0
835,"(175, 329)","(174, 329)",1.0
836,"(175, 329)","(174, 329)",1.0
837,"(175, 329)","(175, 328)",1.0
838,"(175, 329)","(175, 329)",0.0
839,"(175, 329)","(175, 328)",1.0
840,"(175, 329)","(175, 328)",1.0
841,"(175, 329)","(175, 328)",1.0
842,"(175, 328)","(175, 327)",1.0
843,"(176, 328)","(175, 326)",2.23606797749979
844,"(176, 327)","(175, 326)",1.4142135623730951
845,"(176, 327)","(175, 326)",1.4142135623730951
846,"(176, 327)","(175, 326)",1.4142135623730951
847,"(176, 327)","(175, 325)",2.23606797749979
848,"(177, 326)","(175, 325)",2.23606797749979
849,"(177, 326)","(176, 325)",1.4142135623730951
850,"(177, 326)","(176, 325)",1.4142135623730951
851,"(177, 326)","(176, 324)",2.23606797749979
852,"(177, 326)","(176, 324)",2.23606797749979
853,"(177, 325)","(176, 324)",1.4142135623730951
854,"(177, 325)","(177, 325)",0.0
855,"(177, 325)","(177, 325)",0.0
856,"(177, 326)","(177, 326)",0.0
857,"(177, 327)","(177, 326)",1.0
858,"(178, 327)","(177, 326)",1.4142135623730951
859,"(178, 328)","(178, 327)",1.0
860,"(178, 329)","(178, 327)",2.0
861,"(178, 329)","(178, 328)",1.0
862,"(178, 330)","(178, 329)",1.0
863,"(179, 330)","(178, 329)",1.4142135623730951
864,"(179, 331)","(178, 331)",1.0
865,"(179, 331)","(178, 331)",1.0
866,"(179, 335)","(178, 332)",3.1622776601683795
867,"(179, 339)","(178, 333)",6.082762530298219
868,"(178, 342)","(178, 336)",6.0
869,"(178, 346)","(177, 343)",3.1622776601683795
870,"(178, 350)","(177, 349)",1.4142135623730951
871,"(178, 351)","(177, 353)",2.23606797749979
872,"(179, 352)","(178, 353)",1.4142135623730951
873,"(179, 352)","(178, 354)",2.23606797749979
874,"(180, 353)","(178, 355)",2.8284271247461903
875,"(180, 354)","(179, 355)",1.4142135623730951
876,"(180, 354)","(180, 355)",1.0
877,"(181, 355)","(181, 355)",0.0
878,"(181, 355)","(181, 355)",0.0
879,"(182, 356)","(181, 355)",1.4142135623730951
880,"(182, 356)","(182, 356)",0.0
881,"(182, 356)","(182, 357)",1.0
882,"(183, 356)","(182, 357)",1.4142135623730951
883,"(183, 357)","(182, 357)",1.0
884,"(184, 357)","(183, 358)",1.4142135623730951
885,"(184, 357)","(183, 358)",1.4142135623730951
886,"(184, 357)","(183, 358)",1.4142135623730951
887,"(184, 357)","(183, 358)",1.4142135623730951
888,"(184, 358)","(183, 358)",1.0
889,"(184, 358)","(183, 358)",1.0
890,"(184, 358)","(183, 358)",1.0
891,"(184, 358)","(183, 359)",1.4142135623730951
892,"(184, 358)","(183, 359)",1.4142135623730951
893,"(184, 359)","(183, 359)",1.0
894,"(184, 359)","(183, 359)",1.0
895,"(184, 359)","(183, 359)",1.0
896,"(185, 359)","(184, 359)",1.0
897,"(185, 359)","(184, 359)",1.0
898,"(186, 359)","(185, 360)",1.4142135623730951
899,"(186, 359)","(185, 359)",1.0
900,"(187, 359)","(186, 360)",1.4142135623730951
901,"(188, 359)","(187, 360)",1.4142135623730951
902,"(189, 360)","(188, 360)",1.0
903,"(190, 360)","(189, 361)",1.4142135623730951
904,"(191, 361)","(190, 361)",1.0
905,"(192, 361)","(191, 362)",1.4142135623730951
906,"(193, 361)","(192, 362)",1.4142135623730951
907,"(195, 362)","(193, 362)",2.0
908,"(196, 362)","(195, 362)",1.0
909,"(198, 363)","(197, 362)",1.4142135623730951
910,"(199, 363)","(197, 365)",2.8284271247461903
911,"(201, 364)","(200, 365)",1.4142135623730951
912,"(202, 365)",None,None
913,"(204, 365)","(204, 365)",0.0
914,"(205, 366)","(205, 366)",0.0
915,"(207, 367)","(207, 367)",0.0
916,"(208, 368)",None,None
917,"(210, 369)",None,None
918,"(211, 369)","(211, 369)",0.0
919,"(213, 370)","(212, 370)",1.0
920,"(214, 371)","(214, 371)",0.0
921,"(216, 372)","(215, 372)",1.0
922,"(217, 373)","(217, 373)",0.0
923,"(219, 374)","(218, 373)",1.4142135623730951
924,"(220, 375)","(220, 374)",1.0
925,"(222, 376)","(222, 375)",1.0
926,"(224, 377)","(223, 376)",1.4142135623730951
927,"(226, 378)","(225, 377)",1.4142135623730951
928,"(228, 378)","(227, 378)",1.0
929,"(230, 379)","(228, 379)",2.0
930,"(232, 380)","(232, 380)",0.0
931,"(234, 381)","(234, 381)",0.0
932,"(236, 382)","(235, 381)",1.4142135623730951
933,"(237, 382)","(237, 382)",0.0
934,"(239, 383)","(239, 383)",0.0
935,"(241, 384)",None,None
936,"(243, 385)","(243, 384)",1.0
937,"(245, 386)","(245, 385)",1.0
938,"(248, 387)","(246, 385)",2.8284271247461903
939,"(250, 388)","(251, 389)",1.4142135623730951
940,"(252, 389)","(252, 388)",1.0
941,"(254, 390)","(254, 390)",0.0
942,"(256, 390)","(256, 390)",0.0
943,"(257, 391)","(258, 391)",1.0
944,"(259, 391)",None,None
945,"(261, 392)",None,None
946,"(264, 394)",None,None
947,"(267, 396)",None,None
948,"(271, 397)",None,None
949,"(274, 399)",None,None
950,"(277, 401)",None,None
951,"(279, 401)",None,None
952,"(281, 402)",None,None
953,"(282, 402)","(284, 405)",3.605551275463989
954,"(284, 403)","(284, 405)",2.0
955,"(286, 403)","(286, 405)",2.0
956,"(288, 404)",None,None
957,"(289, 405)",None,None
958,"(291, 405)",None,None
959,"(292, 406)","(294, 407)",2.23606797749979
960,"(294, 407)","(296, 406)",2.23606797749979
961,"(295, 407)","(295, 407)",0.0
962,"(297, 407)","(296, 406)",1.4142135623730951
963,"(298, 408)","(297, 406)",2.23606797749979
964,"(300, 408)","(299, 406)",2.23606797749979
965,"(301, 408)","(301, 407)",1.0
966,"(302, 408)","(303, 407)",1.4142135623730951
967,"(303, 409)","(304, 408)",1.4142135623730951
968,"(305, 409)","(306, 408)",1.4142135623730951
969,"(306, 410)","(307, 408)",2.23606797749979
970,"(307, 410)","(307, 407)",3.0
971,"(309, 409)","(310, 407)",2.23606797749979
972,"(310, 409)","(312, 408)",2.23606797749979
973,"(312, 408)","(312, 407)",1.0
974,"(313, 408)","(313, 406)",2.0
975,"(315, 407)","(314, 406)",1.4142135623730951
976,"(316, 407)","(315, 406)",1.4142135623730951
977,"(317, 408)","(316, 406)",2.23606797749979
978,"(319, 408)","(317, 403)",5.385164807134504
979,"(320, 409)","(318, 406)",3.605551275463989
980,"(321, 409)","(320, 407)",2.23606797749979
981,"(321, 409)","(321, 406)",3.0
982,"(322, 409)","(320, 406)",3.605551275463989
983,"(322, 409)","(321, 406)",3.1622776601683795
984,"(323, 409)","(322, 406)",3.1622776601683795
985,"(323, 409)","(323, 406)",3.0
986,"(323, 409)","(322, 404)",5.0990195135927845
987,"(323, 409)","(323, 406)",3.0
988,"(324, 408)","(323, 405)",3.1622776601683795
989,"(324, 408)","(323, 404)",4.123105625617661
990,"(324, 408)","(323, 405)",3.1622776601683795
991,"(324, 408)","(323, 404)",4.123105625617661
992,"(324, 408)","(323, 404)",4.123105625617661
993,"(324, 407)","(323, 404)",3.1622776601683795
994,"(324, 407)","(323, 404)",3.1622776601683795
995,"(324, 407)","(323, 406)",1.4142135623730951
996,"(324, 407)","(323, 406)",1.4142135623730951
997,"(324, 407)","(323, 405)",2.23606797749979
998,"(324, 407)","(323, 405)",2.23606797749979
999,"(324, 407)","(324, 406)",1.0
1000,"(324, 407)","(322, 403)",4.47213595499958
1001,"(324, 407)","(323, 404)",3.1622776601683795
1002,"(324, 407)","(323, 404)",3.1622776601683795
1003,"(324, 407)","(322, 402)",5.385164807134504
1004,"(324, 407)","(323, 405)",2.23606797749979
1005,"(324, 407)","(322, 402)",5.385164807134504
1006,"(324, 407)","(324, 406)",1.0
1007,"(324, 407)","(323, 403)",4.123105625617661
1008,"(325, 406)","(324, 405)",1.4142135623730951
1009,"(325, 406)","(324, 403)",3.1622776601683795
1010,"(325, 406)","(324, 404)",2.23606797749979
1011,"(325, 405)","(324, 401)",4.123105625617661
1012,"(325, 405)","(324, 401)",4.123105625617661
1013,"(326, 404)",None,None
1014,"(326, 404)","(325, 400)",4.123105625617661
1015,"(326, 403)","(325, 401)",2.23606797749979
1016,"(326, 402)","(326, 400)",2.0
1017,"(327, 402)","(326, 399)",3.1622776601683795
1018,"(327, 401)","(327, 399)",2.0
1019,"(328, 401)","(327, 399)",2.23606797749979
1020,"(328, 400)","(329, 400)",1.0
1021,"(329, 399)","(327, 393)",6.324555320336759
1022,"(330, 399)","(330, 398)",1.0
1023,"(330, 398)","(330, 396)",2.0
1024,"(331, 398)","(330, 395)",3.1622776601683795
1025,"(332, 397)","(332, 396)",1.0
1026,"(335, 395)","(334, 392)",3.1622776601683795
1027,"(337, 394)","(341, 392)",4.47213595499958
1028,"(340, 392)","(342, 389)",3.605551275463989
1029,"(342, 391)","(343, 387)",4.123105625617661
1030,"(345, 389)","(344, 387)",2.23606797749979
1031,"(346, 388)","(345, 387)",1.4142135623730951
1032,"(346, 388)","(345, 385)",3.1622776601683795
1033,"(347, 387)","(346, 385)",2.23606797749979
1034,"(347, 387)","(347, 385)",2.0
1035,"(348, 386)","(347, 385)",1.4142135623730951
1036,"(348, 386)","(347, 383)",3.1622776601683795
1037,"(348, 385)","(348, 383)",2.0
1038,"(349, 385)","(348, 382)",3.1622776601683795
1039,"(349, 384)","(348, 383)",1.4142135623730951
1040,"(349, 384)","(348, 382)",2.23606797749979
1041,"(349, 384)","(348, 382)",2.23606797749979
1042,"(349, 384)","(348, 382)",2.23606797749979
1043,"(349, 383)","(348, 381)",2.23606797749979
1044,"(349, 383)","(348, 380)",3.1622776601683795
1045,"(349, 383)","(348, 381)",2.23606797749979
1046,"(346, 383)","(346, 382)",1.0
1047,"(343, 384)","(337, 383)",6.082762530298219
1048,"(341, 384)","(334, 384)",7.0
1049,"(338, 385)","(333, 382)",5.830951894845301
1050,"(335, 385)","(333, 383)",2.8284271247461903
1051,"(334, 384)","(333, 384)",1.0
1052,"(333, 384)",None,None
1053,"(332, 383)","(331, 383)",1.0
1054,"(331, 383)","(330, 382)",1.4142135623730951
1055,"(330, 382)","(329, 380)",2.23606797749979
1056,"(328, 381)",None,None
1057,"(326, 380)",None,None
1058,"(325, 378)",None,None
1059,"(323, 377)","(324, 380)",3.1622776601683795
1060,"(321, 376)","(321, 378)",2.0
1061,"(315, 374)",None,None
1062,"(309, 372)","(307, 372)",2.0
1063,"(304, 371)","(296, 368)",8.54400374531753
1064,"(298, 369)",None,None
1065,"(292, 367)",None,None
1066,"(290, 366)","(288, 363)",3.605551275463989
1067,"(287, 364)","(286, 362)",2.23606797749979
1068,"(285, 363)","(284, 362)",1.4142135623730951
1069,"(282, 361)","(282, 360)",1.0
1070,"(280, 360)","(279, 359)",1.4142135623730951
1071,"(277, 359)","(277, 358)",1.0
1072,"(275, 357)","(274, 357)",1.0
1073,"(272, 356)","(272, 356)",0.0
1074,"(270, 354)","(270, 356)",2.0
1075,"(267, 353)","(266, 353)",1.0
1076,"(264, 351)","(262, 351)",2.0
1077,"(260, 349)","(258, 349)",2.0
1078,"(257, 348)","(256, 349)",1.4142135623730951
1079,"(253, 346)","(254, 347)",1.4142135623730951
1080,"(250, 344)","(251, 346)",2.23606797749979
1081,"(245, 343)","(248, 345)",3.605551275463989
1082,"(241, 342)","(246, 343)",5.0990195135927845
1083,"(236, 340)","(244, 343)",8.54400374531753
1084,"(232, 339)","(241, 342)",9.486832980505138
1085,"(227, 338)","(238, 340)",11.180339887498949
1086,"(225, 337)","(235, 338)",10.04987562112089
1087,"(224, 335)",None,None
1088,"(222, 334)","(226, 331)",5.0
1089,"(221, 332)",None,None
1090,"(219, 331)",None,None
1091,"(218, 331)",None,None
1092,"(217, 331)",None,None
1093,"(215, 331)",None,None
1094,"(214, 331)","(211, 328)",4.242640687119285
1095,"(213, 331)","(209, 325)",7.211102550927978
1096,"(211, 330)","(208, 325)",5.830951894845301
1097,"(210, 329)","(207, 325)",5.0
1098,"(208, 328)","(206, 323)",5.385164807134504
1099,"(207, 327)","(204, 323)",5.0
1100,"(205, 326)","(202, 321)",5.830951894845301
1101,"(204, 326)","(201, 321)",5.830951894845301
1102,"(203, 325)","(201, 323)",2.8284271247461903
1103,"(201, 325)","(200, 324)",1.4142135623730951
1104,"(200, 324)","(199, 322)",2.23606797749979
1105,"(199, 324)","(199, 322)",2.0
1106,"(198, 323)","(197, 322)",1.4142135623730951
1107,"(197, 322)","(196, 322)",1.0
1108,"(195, 322)","(195, 320)",2.0
1109,"(194, 321)","(194, 319)",2.0
1110,"(193, 320)","(193, 318)",2.0
1111,"(192, 319)","(192, 318)",1.0
1112,"(191, 318)","(190, 316)",2.23606797749979
1113,"(189, 318)","(189, 316)",2.0
1114,"(188, 317)","(188, 316)",1.0
1115,"(187, 316)","(187, 315)",1.0
1116,"(186, 315)","(186, 314)",1.0
1117,"(185, 315)","(186, 314)",1.4142135623730951
1118,"(185, 314)","(185, 313)",1.0
1119,"(184, 314)","(184, 312)",2.0
1120,"(183, 313)","(184, 312)",1.4142135623730951
1121,"(183, 313)","(183, 311)",2.0
1122,"(182, 312)","(182, 311)",1.0
1123,"(182, 312)","(182, 310)",2.0
1124,"(181, 311)","(181, 310)",1.0
1125,"(181, 311)","(181, 309)",2.0
1126,"(179, 310)","(180, 309)",1.4142135623730951
1127,"(178, 310)","(180, 308)",2.8284271247461903
1128,"(176, 309)","(177, 309)",1.0
1129,"(175, 309)","(173, 307)",2.8284271247461903
1130,"(173, 308)","(172, 306)",2.23606797749979
1131,"(173, 308)","(172, 306)",2.23606797749979
1132,"(173, 307)","(172, 305)",2.23606797749979
1133,"(172, 307)","(172, 305)",2.0
1134,"(172, 306)","(172, 305)",1.0
1135,"(172, 306)","(172, 304)",2.0
1136,"(172, 306)","(172, 305)",1.0
1137,"(172, 306)","(172, 304)",2.0
1138,"(172, 305)","(172, 304)",1.0
1139,"(172, 305)","(172, 304)",1.0
1140,"(172, 305)","(172, 304)",1.0
1141,"(172, 305)","(172, 303)",2.0
1142,"(173, 305)","(172, 303)",2.23606797749979
1143,"(173, 305)","(173, 303)",2.0
1144,"(174, 305)","(173, 303)",2.23606797749979
1145,"(174, 305)","(173, 303)",2.23606797749979
1146,"(174, 305)","(173, 303)",2.23606797749979
1147,"(174, 304)","(173, 302)",2.23606797749979
1148,"(174, 304)","(173, 303)",1.4142135623730951
1149,"(174, 303)","(173, 302)",1.4142135623730951
1150,"(174, 303)","(174, 302)",1.0
1151,"(174, 302)","(174, 302)",0.0
1152,"(174, 301)","(174, 302)",1.0
1153,"(175, 301)","(174, 302)",1.4142135623730951
1154,"(175, 300)","(174, 302)",2.23606797749979
1155,"(175, 299)","(174, 302)",3.1622776601683795
1156,"(175, 299)","(174, 301)",2.23606797749979
1157,"(175, 300)","(175, 301)",1.0
1158,"(176, 300)","(175, 300)",1.0
1159,"(176, 301)","(176, 300)",1.0
1160,"(176, 301)","(176, 299)",2.0
1161,"(177, 300)","(177, 299)",1.0
1162,"(178, 299)","(177, 298)",1.4142135623730951
1163,"(178, 298)","(178, 297)",1.0
1164,"(179, 297)","(179, 297)",0.0
1165,"(180, 296)","(180, 296)",0.0
1166,"(180, 293)","(181, 294)",1.4142135623730951
1167,"(181, 291)","(181, 293)",2.0
1168,"(181, 288)","(182, 292)",4.123105625617661
1169,"(182, 286)","(182, 289)",3.0
1170,"(182, 283)","(181, 280)",3.1622776601683795
1171,"(183, 282)","(183, 278)",4.0
1172,"(184, 280)","(184, 277)",3.0
1173,"(184, 279)","(185, 277)",2.23606797749979
1174,"(185, 277)","(185, 276)",1.0
1175,"(186, 276)","(186, 275)",1.0
1176,"(186, 275)","(187, 275)",1.0
1177,"(187, 275)","(187, 275)",0.0
1178,"(187, 274)","(187, 275)",1.0
1179,"(188, 274)","(187, 272)",2.23606797749979
1180,"(188, 273)","(188, 273)",0.0
1181,"(188, 273)","(188, 272)",1.0
1182,"(189, 273)","(189, 273)",0.0
1183,"(189, 272)","(189, 272)",0.0
1184,"(190, 272)","(190, 272)",0.0
1185,"(190, 272)","(190, 272)",0.0
1186,"(191, 272)","(191, 271)",1.0
1187,"(192, 273)","(192, 273)",0.0
1188,"(194, 273)","(193, 272)",1.4142135623730951
1189,"(195, 274)","(195, 273)",1.0
1190,"(196, 274)","(196, 273)",1.0
1191,"(199, 276)","(197, 273)",3.605551275463989
1192,"(202, 278)","(199, 274)",5.0
1193,"(205, 280)","(200, 275)",7.0710678118654755
1194,"(208, 282)","(204, 277)",6.4031242374328485
1195,"(211, 284)","(211, 284)",0.0
1196,"(212, 286)","(213, 290)",4.123105625617661
1197,"(214, 288)","(214, 291)",3.0
1198,"(215, 289)","(215, 292)",3.0
1199,"(217, 291)","(217, 293)",2.0
1200,"(218, 293)","(219, 293)",1.0
1201,"(220, 294)","(220, 294)",0.0
1202,"(222, 295)","(222, 295)",0.0
1203,"(223, 295)","(223, 296)",1.0
1204,"(225, 296)","(225, 297)",1.0
1205,"(227, 297)","(227, 298)",1.0
1206,"(229, 298)","(229, 299)",1.0
1207,"(231, 299)","(231, 299)",0.0
1208,"(233, 299)","(233, 300)",1.0
1209,"(235, 300)","(235, 301)",1.0
1210,"(237, 301)","(237, 302)",1.0
1211,"(239, 302)","(239, 302)",0.0
1212,"(241, 303)","(241, 303)",0.0
1213,"(244, 303)","(243, 304)",1.4142135623730951
1214,"(246, 304)","(245, 304)",1.0
1215,"(248, 305)","(248, 305)",0.0
1216,"(251, 306)","(250, 306)",1.0
1217,"(253, 307)","(252, 307)",1.0
1218,"(256, 309)","(254, 308)",2.23606797749979
1219,"(258, 310)","(256, 309)",2.23606797749979
1220,"(261, 311)","(261, 310)",1.0
1221,"(263, 312)","(263, 311)",1.0
1222,"(265, 313)","(265, 312)",1.0
1223,"(268, 313)","(268, 312)",1.0
1224,"(270, 314)","(270, 313)",1.0
1225,"(272, 315)","(272, 315)",0.0
1226,"(274, 316)","(274, 316)",0.0
1227,"(277, 317)","(277, 316)",1.0
1228,"(279, 317)","(279, 317)",0.0
1229,"(282, 318)","(282, 318)",0.0
1230,"(284, 319)","(284, 319)",0.0
1231,"(286, 320)","(286, 320)",0.0
1232,"(289, 321)","(288, 321)",1.0
1233,"(291, 322)","(292, 323)",1.4142135623730951
1234,"(294, 323)","(295, 323)",1.0
1235,"(296, 324)","(298, 324)",2.0
1236,"(300, 326)","(298, 325)",2.23606797749979
1237,"(304, 328)","(305, 329)",1.4142135623730951
1238,"(307, 331)","(312, 332)",5.0990195135927845
1239,"(311, 333)","(313, 334)",2.23606797749979
1240,"(315, 335)","(314, 335)",1.0
1241,"(316, 336)","(316, 336)",0.0
1242,"(318, 337)","(317, 336)",1.4142135623730951
1243,"(319, 337)","(319, 337)",0.0
1244,"(321, 338)","(320, 338)",1.0
1245,"(322, 339)","(321, 339)",1.0
1246,"(323, 340)","(322, 339)",1.4142135623730951
1247,"(324, 340)","(323, 341)",1.4142135623730951
1248,"(326, 341)","(326, 341)",0.0
1249,"(327, 341)","(327, 342)",1.0
1250,"(328, 342)","(328, 343)",1.0
1251,"(329, 342)","(329, 343)",1.0
1252,"(330, 343)","(330, 344)",1.0
1253,"(332, 343)","(331, 344)",1.4142135623730951
1254,"(333, 344)","(332, 345)",1.4142135623730951
1255,"(334, 344)","(333, 345)",1.4142135623730951
1256,"(335, 344)","(334, 345)",1.4142135623730951
1257,"(336, 345)","(335, 346)",1.4142135623730951
1258,"(337, 345)","(336, 346)",1.4142135623730951
1259,"(338, 346)","(337, 347)",1.4142135623730951
1260,"(339, 346)","(338, 347)",1.4142135623730951
1261,"(342, 347)","(342, 348)",1.0
1262,"(345, 347)","(349, 349)",4.47213595499958
1263,"(348, 348)","(352, 349)",4.123105625617661
1264,"(351, 348)","(352, 349)",1.4142135623730951
1265,"(354, 349)","(353, 350)",1.4142135623730951
1266,"(355, 349)","(354, 350)",1.4142135623730951
1267,"(355, 349)","(355, 350)",1.0
1268,"(356, 350)","(355, 350)",1.0
1269,"(356, 350)","(356, 350)",0.0
1270,"(357, 350)","(356, 351)",1.4142135623730951
1271,"(357, 350)","(357, 350)",0.0
1272,"(358, 350)","(358, 351)",1.0
1273,"(358, 350)","(358, 351)",1.0
1274,"(359, 350)","(358, 351)",1.4142135623730951
1275,"(359, 350)","(359, 351)",1.0
1276,"(359, 350)","(359, 351)",1.0
1277,"(360, 350)","(359, 351)",1.4142135623730951
1278,"(360, 351)","(360, 351)",0.0
1279,"(361, 351)","(360, 351)",1.0
1280,"(361, 351)","(360, 351)",1.0
1281,"(361, 351)","(361, 352)",1.0
1282,"(361, 351)","(361, 352)",1.0
1283,"(362, 351)","(361, 352)",1.4142135623730951
1284,"(362, 351)","(361, 352)",1.4142135623730951
1285,"(362, 351)","(362, 353)",2.0
1286,"(362, 351)","(362, 353)",2.0
1287,"(362, 351)","(362, 353)",2.0
1288,"(362, 352)","(362, 353)",1.0
1289,"(362, 352)","(362, 353)",1.0
1290,"(362, 352)","(362, 353)",1.0
1291,"(362, 352)","(362, 353)",1.0
1292,"(362, 352)","(362, 352)",0.0
1293,"(363, 353)","(362, 353)",1.0
1294,"(363, 353)","(363, 353)",0.0
1295,"(363, 353)","(363, 352)",1.0
1296,"(363, 353)","(363, 353)",0.0
